,dropped,model,best_score_f1
1093,"['C22', 'C24']",comnbayes,0.6941757800037833
1094,"['C22', 'C24']",svc,0.6866490186280825
1095,"['C22', 'C27']",knn,0.6197896933039021
1096,"['C22', 'C27']",dt,0.6357553717214384
1097,"['C22', 'C27']",gnbayes,0.6807040594821243
1098,"['C22', 'C27']",comnbayes,0.6870116157584933
1099,"['C22', 'C27']",svc,0.679623733917499
1100,"['C22', 'C28']",knn,0.5950943042457947
1101,"['C22', 'C28']",dt,0.653281353438212
1102,"['C22', 'C28']",gnbayes,0.6860516873146475
1103,"['C22', 'C28']",comnbayes,0.6903731429314401
1104,"['C22', 'C28']",svc,0.6813016318372404
1105,"['C22', 'C29']",knn,0.6205849375536083
1106,"['C22', 'C29']",dt,0.6572036888275128
1107,"['C22', 'C29']",gnbayes,0.6917517069970085
1108,"['C22', 'C29']",comnbayes,0.6862629628636964
1109,"['C22', 'C29']",svc,0.6864392505344604
1110,"['C23', 'C24']",knn,0.5943752368140716
1111,"['C23', 'C24']",dt,0.6547348462540408
1112,"['C23', 'C24']",gnbayes,0.6917616560678956
1113,"['C23', 'C24']",comnbayes,0.6984587357381625
1114,"['C23', 'C24']",svc,0.6951256044641043
1115,"['C23', 'C27']",knn,0.6108694418019794
1116,"['C23', 'C27']",dt,0.6386903356723107
1117,"['C23', 'C27']",gnbayes,0.696701417034953
1118,"['C23', 'C27']",comnbayes,0.6875692140635354
1119,"['C23', 'C27']",svc,0.7034126292781213
1120,"['C23', 'C28']",knn,0.6096812974650864
1121,"['C23', 'C28']",dt,0.6509138259960577
1122,"['C23', 'C28']",gnbayes,0.6892533156152384
1123,"['C23', 'C28']",comnbayes,0.6934661576569046
1124,"['C23', 'C28']",svc,0.6946939338674967
1125,"['C23', 'C29']",knn,0.6117634117655607
1126,"['C23', 'C29']",dt,0.6542923019145795
1127,"['C23', 'C29']",gnbayes,0.6969057498108389
1128,"['C23', 'C29']",comnbayes,0.687075725629391
1129,"['C23', 'C29']",svc,0.7006257847589336
1130,"['C24', 'C27']",knn,0.6162527728934999
1131,"['C24', 'C27']",dt,0.6425778637662314
1132,"['C24', 'C27']",gnbayes,0.6848875311513432
1133,"['C24', 'C27']",comnbayes,0.696497511624509
1134,"['C24', 'C27']",svc,0.6882089142761361
1135,"['C24', 'C28']",knn,0.5981216701502253
1136,"['C24', 'C28']",dt,0.6497703707054053
1137,"['C24', 'C28']",gnbayes,0.6883452530140298
1138,"['C24', 'C28']",comnbayes,0.6943966732350397
1139,"['C24', 'C28']",svc,0.6785306545995875
1140,"['C24', 'C29']",knn,0.6097545823791
1141,"['C24', 'C29']",dt,0.6576462331669741
1142,"['C24', 'C29']",gnbayes,0.6952764169417206
1143,"['C24', 'C29']",comnbayes,0.6930142760542429
1144,"['C24', 'C29']",svc,0.6815669610156976
1145,"['C27', 'C28']",knn,0.6030789694206603
1146,"['C27', 'C28']",dt,0.6277993398264017
1147,"['C27', 'C28']",gnbayes,0.6787836845923199
1148,"['C27', 'C28']",comnbayes,0.6885978184705979
1149,"['C27', 'C28']",svc,0.6977028009767486
1150,"['C27', 'C29']",knn,0.6216515328414982
1151,"['C27', 'C29']",dt,0.6416741069883725
1152,"['C27', 'C29']",gnbayes,0.6814170587781205
1153,"['C27', 'C29']",comnbayes,0.6825281260271787
1154,"['C27', 'C29']",svc,0.7003986547281943
1155,"['C28', 'C29']",knn,0.6089447462675168
1156,"['C28', 'C29']",dt,0.653281353438212
1157,"['C28', 'C29']",gnbayes,0.6812746271740452
1158,"['C28', 'C29']",comnbayes,0.6914749487802341
1159,"['C28', 'C29']",svc,0.6783993627092672
